"0","# set input filenames"
"0","## data"
"0","reference.fname = file.path(data.dir, paste(family, ""_ref.txt"", sep = """"))"
"0","protein_list.fname = file.path(data.dir, paste(family, ""_list.txt"", sep = """"))"
"0","site.info.fname = file.path(data.dir, paste(p.ref, ""_m.da.ca.csv"", sep = """"))"
"0","min.da.CM.CA.fname = file.path(data.dir, paste(p.ref, ""_min.da.CM.ca.csv"", sep = """"))"
"0","sum.inv.da.CM.CA.fname = file.path(data.dir, paste(p.ref, ""_sum.inv.da.CM.ca.csv"", sep = """"))"
"0","functional.sites.fname = file.path(""DATA"", paste(p.ref, ""_functionalSites.csv"", sep = """"))"
"0","## profiles to compare"
"0","dri2.exp.fname = file.path(data.dir, paste(family, ""_R0_"", R0, ""_beta_no.sel_K.analysis_Keff_out_m.exp.norm.dr.squarei.csv"", sep = """"))"
"0","dri2.medium.fname = file.path(data.dir, paste(family, ""_R0_"", R0, ""_beta_medium.sel_K.analysis_Keff_out_m.theo.norm.dr.squarei.csv"", sep = """"))"
"0","dri2.mut.fname = file.path(data.dir,paste(family, ""_R0_"", R0, ""_beta_no.sel_K.analysis_Keff_out_m.theo.norm.dr.squarei.csv"", sep = """"))"
"0","## consurf"
"0","score.fname = file.path(data.dir, paste(p.ref, ""_consurf.csv"", sep = """"))"
"0","sim.data.mut.fname = file.path(data.dir, paste(family, ""_R0_"", R0, ""_beta_no.sel_out_df.data.csv"", sep = """"))"
"0","sim.data.medium.sel.fname = file.path(data.dir, paste(family, ""_R0_"", R0, ""_beta_medium.sel_out_df.data.csv"", sep = """"))"
