"0","# read data"
"0","## exp"
"0","dri2.exp = read.csv(dri2.exp.fname, header = T)"
"0","site = site.info$site"
"0","dri2.exp = dri2.exp[1:length(protein.exp), site]"
"0","rownames(dri2.exp) = protein.exp"
"0","## mut"
"0","dri2.mut = read.csv(dri2.mut.fname, header = T)"
"0","rownames(dri2.mut) = paste(""mut"", rownames(dri2.mut), sep = """")"
"0","## medium"
"0","dri2.medium = read.csv(dri2.medium.fname, header = T)"
"0","rownames(dri2.medium) = paste(""medium"", rownames(dri2.medium), sep = """")"
